indicator,period,geography,source,description,data,code
Average broadband speed,2017-05,Electoral ward,Ofcom,Average download speed of fixed broadband connections in megabits per second (Mbit/s). Higher average linespeeds indicate better broadband performance.,https://sheffwardprofiler.azurewebsites.net/data/communications/data/average_broadband_speed.csv,https://sheffwardprofiler.azurewebsites.net/data/communications/code/average_broadband_speed.R
