indicator,period,geography,source,description,data,code
Area covered by green space,2018,Electoral ward,OS Open Greenspace,"Percentage of area covered by green space. Higher percentages indicate greater area covered by playing fields, golf courses, cemeteries, public parks and other green spaces.",https://sheffwardprofiler.azurewebsites.net/data/environment/data/greenspace.csv,https://sheffwardprofiler.azurewebsites.net/data/environment/code/greenspace.R
